# T-283 · rota→hücre eşlemesi · üretim: collmind.backend/scripts/analysis/route-cell-map.py
# ölçüm: 2026-08-26 · B3b-1 W9 (Z42 karar-bekler paketi göçü, 41 rota) sonrası · @Roles sütunu: "-" = yok (göçtü) · "?" = ÇÖZÜLEMEDİ (kusur)
# ⚠️ SAYI YAZMA: hücre/kaynak dağılımı üreticinin MUTABAKAT çıktısındadır (stderr).
#dosya	YÖNTEM	yol	@Roles	hücre	kaynak	kapsam	beyan
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements	ADMIN	SHARED_WRITE	MEKANIK	ROLES	-
src/modules/shared/lta/lta-agreement.controller.ts	GET	lta-agreements	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/lta/lta-agreement.controller.ts	GET	lta-agreements/:id	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/lta/lta-agreement.controller.ts	PATCH	lta-agreements/:id	ADMIN	SHARED_WRITE	MEKANIK	ROLES	-
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements/:id/activate	ADMIN	SHARED_WRITE	MEKANIK	ROLES	-
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements/:id/terminate	ADMIN	SHARED_WRITE	MEKANIK	ROLES	-
src/modules/shared/lta/lta-agreement.controller.ts	GET	lta-agreements/cpl/:cplId/active	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements/context/rates	-	SHARED_READ	Z36	CAP	SHARED_READ
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements/calculate/base-spend	-	SHARED_READ	Z36	CAP	SHARED_READ
src/modules/shared/lta/lta-agreement.controller.ts	POST	lta-agreements/calculate/planned-spend	-	SHARED_READ	Z36	CAP	SHARED_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	POST	spend-calculation/distribute/:planFuId/:mechanicId	-	SHARED_SPEND_WRITE	Z36	CAP	SHARED_SPEND_WRITE
src/modules/shared/spend-calculation/spend-calculation.controller.ts	POST	spend-calculation/recalculate-on-volume-change/:skuId	-	SHARED_SPEND_WRITE	Z36	CAP	SHARED_SPEND_WRITE
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/breakdown/:planFuId	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/validate-distribution/:planFuId	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/validate-inputs/:planFuId	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/validate-combinations/:planFuId	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/validate-budget/:planId	-	BUDGET_CHECK_READ	Z42	CAP	BUDGET_CHECK_READ
src/modules/shared/spend-calculation/spend-calculation.controller.ts	GET	spend-calculation/validate-before-submission/:planId	-	SHARED_READ	MEKANIK	CAP	SHARED_READ
src/modules/tenant/tenant.controller.ts	POST	tenants	-	TENANT_WRITE	MEKANIK	CAP	TENANT_WRITE
src/modules/tenant/tenant.controller.ts	GET	tenants	-	TENANT_READ	MEKANIK	CAP	TENANT_READ
src/modules/tenant/tenant.controller.ts	GET	tenants/:id	-	TENANT_READ	MEKANIK	CAP	TENANT_READ
src/modules/tenant/tenant.controller.ts	PATCH	tenants/:id	-	TENANT_WRITE	MEKANIK	CAP	TENANT_WRITE
src/modules/tenant/tenant.controller.ts	DELETE	tenants/:id	-	TENANT_WRITE	MEKANIK	CAP	TENANT_WRITE
src/modules/tenant/tenant.controller.ts	POST	tenants/:id/activate	-	TENANT_WRITE	MEKANIK	CAP	TENANT_WRITE
src/modules/tenant/tenant.controller.ts	POST	tenants/:id/suspend	-	TENANT_WRITE	MEKANIK	CAP	TENANT_WRITE
src/modules/tenant/tenant.controller.ts	GET	tenants/:id/stats	-	TENANT_READ	MEKANIK	CAP	TENANT_READ
src/modules/user/user.controller.ts	POST	users	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	GET	users	-	USER_MANAGE	Z20	CAP	USER_MANAGE
src/modules/user/user.controller.ts	GET	users/:id	-	USER_MANAGE	Z20	CAP	USER_MANAGE
src/modules/user/user.controller.ts	PATCH	users/:id	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	PATCH	users/:id/scope	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	PATCH	users/:id/password	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	POST	users/:id/activate	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	POST	users/:id/deactivate	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
src/modules/user/user.controller.ts	DELETE	users/:id	-	USER_WRITE	MEKANIK	CAP	USER_WRITE
